GramPanchayatName,IHHLTotalAsPerDetails,IHHLTotalAch,Standard of living index,Standard of living state rank,Health index,Health state rank,Education index,Education state rank,HDI,HDI state rank
hullikunte,938.0,486.0,0.1381,2810.0,0.9758,2796.0,0.6948,1898.0,0.45399999999999996,2435.0
hunasihalli,1187.0,486.0,0.065,5492.0,0.9758,2796.0,0.5667,5107.0,0.33,5455.0
huyildore,581.0,433.0,0.1146,3828.0,1.0,1.0,0.6714,2736.0,0.4254,3429.0
kallambella,1777.0,812.0,0.1157,3786.0,1.0,1.0,0.6633,3009.0,0.4249,3443.0
kotta,1209.0,558.0,0.0977,4507.0,1.0,1.0,0.6999,1709.0,0.4089,3919.0
lakshmisagara,1658.0,471.0,0.1284,3259.0,1.0,1.0,0.5774,4977.0,0.42,3602.0
maagodu,927.0,317.0,0.1085,4081.0,0.9758,2796.0,0.6272,4084.0,0.405,4022.0
melukunte,1140.0,401.0,0.1326,3053.0,0.9758,2796.0,0.633,3924.0,0.4342,3133.0
nadur,1536.0,660.0,0.1247,3408.0,1.0,1.0,0.7456,392.0,0.45299999999999996,2478.0
neralagudda,642.0,264.0,0.1142,3853.0,1.0,1.0,0.653,3369.0,0.4209,3576.0
ramalingapura,1603.0,546.0,0.1435,2582.0,1.0,1.0,0.6074,4507.0,0.4433,2820.0
ratnasandra,1881.0,556.0,0.1479,2404.0,1.0,1.0,0.731,682.0,0.4764,1762.0
sibi,1049.0,281.0,0.1364,2876.0,0.9758,2796.0,0.6218,4211.0,0.4358,3081.0
sibi agrahara,939.0,301.0,0.1405,2709.0,0.9758,2796.0,0.6919,2018.0,0.456,2368.0
tadakallur,336.0,326.0,0.096,4575.0,1.0,1.0,0.6781,2508.0,0.4023,4093.0
tarur,710.0,373.0,0.1124,3929.0,1.0,1.0,0.6544,3330.0,0.419,3633.0
tavarekere,1251.0,344.0,0.1758,1516.0,1.0,1.0,0.74,480.0,0.5067,1092.0
yadalakuku (hosahalli),1078.0,566.0,0.1189,3650.0,0.9758,2796.0,0.6467,3565.0,0.4218,3543.0
yaliyur,1488.0,371.0,0.1835,1337.0,1.0,1.0,0.7161,1153.0,0.5084,1069.0
yendore,744.0,368.0,0.1146,3831.0,0.9255,4748.0,0.6551,3304.0,0.4111,3862.0
araluguppe,1257.0,953.0,0.0911,4760.0,1.0,1.0,0.6309,3986.0,0.3859,4487.0
bajaguru,1083.0,667.0,0.0923,4720.0,1.0,1.0,0.6147,4363.0,0.3843,4529.0
biligere,1654.0,1089.0,0.1999,1004.0,0.9758,2796.0,0.6464,3573.0,0.5015,1199.0
dasarighatta,1510.0,963.0,0.1218,3531.0,1.0,1.0,0.6846,2290.0,0.4369,3034.0
echanuru,960.0,779.0,0.1133,3898.0,1.0,1.0,0.5905,4791.0,0.4059,3996.0
gudigondanahalli (b.g. kaval),1421.0,1104.0,0.1191,3642.0,0.951,4134.0,0.66,3137.0,0.4213,3560.0
gungurmalle,826.0,369.0,0.1119,3947.0,0.9758,2796.0,0.6269,4089.0,0.4091,3911.0
gurugadahalli,890.0,580.0,0.1388,2781.0,0.9758,2796.0,0.7120000000000001,1284.0,0.4586,2290.0
gyaragatta,1636.0,850.0,0.1295,3214.0,1.0,1.0,0.7196,1046.0,0.4533,2468.0
halukurike,1662.0,630.0,0.1451,2509.0,1.0,1.0,0.6464,3574.0,0.4544,2421.0
hindiskere,1719.0,1070.0,0.1653,1830.0,1.0,1.0,0.7189,1070.0,0.4916,1409.0
honnavalli,1228.0,673.0,0.1909,1193.0,0.9758,2796.0,0.6463,3577.0,0.4938,1365.0
huchhagondanahalli,2350.0,1149.0,0.1642,1868.0,0.9255,4748.0,0.6665,2894.0,0.4661,2052.0
hunaseghatta,1386.0,483.0,0.111,3994.0,0.951,4134.0,0.6574,3208.0,0.4109,3866.0
karadi,1397.0,710.0,0.1507,2288.0,0.8992,5081.0,0.7184,1080.0,0.4601,2247.0
kuppallu,907.0,352.0,0.1229,3497.0,0.9758,2796.0,0.6875,2177.0,0.4352,3098.0
madihalli,1161.0,800.0,0.146,2478.0,0.9255,4748.0,0.6822,2370.0,0.4517,2530.0
manakikere,1267.0,782.0,0.1267,3335.0,0.8359,5608.0,0.7012,1659.0,0.4203,3594.0
masavanaghatta,1469.0,498.0,0.1369,2859.0,0.9758,2796.0,0.6661,2913.0,0.4464,2702.0
nagaraghatta,1802.0,724.0,0.1497,2334.0,0.9255,4748.0,0.6445,3622.0,0.447,2688.0
nalligere,1386.0,797.0,0.171,1653.0,0.9255,4748.0,0.6804,2430.0,0.4757,1787.0
nonavinakere,1750.0,1214.0,0.1433,2590.0,1.0,1.0,0.6849,2273.0,0.4613,2198.0
rangapura,1761.0,931.0,0.1472,2438.0,0.9255,4748.0,0.6824,2358.0,0.45299999999999996,2483.0
sarthavalli,1413.0,762.0,0.1269,3327.0,0.9255,4748.0,0.6701,2784.0,0.4285,3316.0
muganayanakote,2103.0,430.0,0.11800000000000001,3689.0,1.0,1.0,0.6633,3011.0,0.4278,3345.0
mukanahalli patana,1979.0,637.0,0.1459,2480.0,0.8155,5661.0,0.6641,2983.0,0.4291,3302.0
nallur,1583.0,405.0,0.1622,1925.0,1.0,1.0,0.7207,1012.0,0.4889,1491.0
nittur,1647.0,947.0,0.1759,1513.0,0.9255,4748.0,0.7359,570.0,0.493,1381.0
peddanahalli,1786.0,732.0,0.1559,2113.0,1.0,1.0,0.6983,1771.0,0.4775,1729.0
s.koddagihalli,852.0,589.0,0.1078,4107.0,0.9758,2796.0,0.6986,1753.0,0.4189,3635.0
shivapura,1473.0,327.0,0.2935,127.0,1.0,1.0,0.7289,755.0,0.5981,116.0
thyagattur,1127.0,471.0,0.1568,2076.0,1.0,1.0,0.7056,1509.0,0.4801,1659.0
agrahaara,1452.0,526.0,0.1219,3527.0,0.9758,2796.0,0.7225,951.0,0.4413,2890.0
arasapura,1022.0,263.0,0.069,5408.0,0.9255,4748.0,0.7325,649.0,0.3603,4999.0
bichapura,1685.0,607.0,0.0621,5557.0,1.0,1.0,0.5112,5537.0,0.3166,5591.0
bommaladevipura,1352.0,357.0,0.1077,4113.0,0.8722,5365.0,0.6922,2002.0,0.4021,4099.0
budagavi,1086.0,345.0,0.11599999999999999,3766.0,0.9758,2796.0,0.6258,4114.0,0.4138,3779.0
bukkapatanna,1536.0,890.0,0.109,4062.0,0.9758,2796.0,0.6547,3320.0,0.4115,3847.0
chinnahalli,1391.0,400.0,0.1197,3617.0,0.8359,5608.0,0.6928,1972.0,0.4108,3870.0
doddasaagere,1162.0,410.0,0.1179,3695.0,1.0,1.0,0.6629999999999999,3025.0,0.4275,3356.0
hanchihalli,1000.0,341.0,0.11900000000000001,3648.0,0.9758,2796.0,0.7076,1449.0,0.4348,3114.0
hollavannahalli,764.0,396.0,0.0556,5692.0,1.0,1.0,0.6506,3449.0,0.3308,5447.0
kollala,1458.0,368.0,0.1309,3138.0,1.0,1.0,0.6679,2856.0,0.4439,2798.0
kuramkotte,1449.0,516.0,0.1026,4303.0,0.9255,4748.0,0.6709999999999999,2753.0,0.3995,4166.0
kyamenahalli,1263.0,219.0,0.1414,2665.0,0.7667,5785.0,0.6948,1899.0,0.4223,3527.0
mavathuru,694.0,172.0,0.1091,4057.0,0.9758,2796.0,0.6888,2132.0,0.4185,3647.0
nilagondanahalli,1851.0,885.0,0.0772,5207.0,0.951,4134.0,0.6705,2769.0,0.3664,4879.0
teeta,862.0,425.0,0.1379,2821.0,0.9255,4748.0,0.6776,2525.0,0.4422,2871.0
thovinakere,1751.0,923.0,0.1223,3517.0,0.8992,5081.0,0.6979,1788.0,0.4249,3442.0
tumbadi,1334.0,402.0,0.1169,3734.0,1.0,1.0,0.6366,3839.0,0.4206,3587.0
vaddagere,1800.0,781.0,0.1352,2921.0,0.9758,2796.0,0.6319,3955.0,0.4368,3036.0
vajjanakurike,886.0,341.0,0.122,3521.0,0.7023,5845.0,0.6763,2571.0,0.387,4466.0
yelerampura,1369.0,724.0,0.1573,2064.0,1.0,1.0,0.6937,1945.0,0.4779,1710.0
amruthur,1319.0,481.0,0.1132,3901.0,0.9758,2796.0,0.6541,3342.0,0.4164,3715.0
baagenahalli,1039.0,603.0,0.1301,3180.0,0.9758,2796.0,0.6374,3815.0,0.4325,3201.0
baktharahalli,1436.0,825.0,0.13,3186.0,1.0,1.0,0.6823,2367.0,0.446,2718.0
begur,954.0,954.0,0.1658,1816.0,1.0,1.0,0.6821,2376.0,0.4835,1582.0
bilidevalaya,1055.0,704.0,0.099,4450.0,0.8992,5081.0,0.6798,2456.0,0.3926,4336.0
chowdanakuppe,1520.0,760.0,0.122,3522.0,0.9758,2796.0,0.6922,2003.0,0.4352,3101.0
d.hosahalli,1429.0,699.0,0.1244,3421.0,0.9255,4748.0,0.6878,2171.0,0.4294,3298.0
h.durga,1567.0,1149.0,0.0903,4793.0,1.0,1.0,0.6673,2875.0,0.3921,4346.0
hallevur,1172.0,577.0,0.1662,1798.0,1.0,1.0,0.6721,2717.0,0.4816,1619.0
hosahalli,1076.0,563.0,0.2315,542.0,1.0,1.0,0.6828,2347.0,0.5407,565.0
jannagara,1739.0,810.0,0.16699999999999998,1777.0,0.9758,2796.0,0.7223,964.0,0.49,1452.0
joddihossahalli,1759.0,918.0,0.1281,3272.0,1.0,1.0,0.6372,3819.0,0.4338,3148.0
k.honamaachana halli,485.0,315.0,0.1553,2136.0,0.9758,2796.0,0.6644,2970.0,0.4652,2079.0
kaggere,1111.0,560.0,0.184,1318.0,0.951,4134.0,0.6116,4429.0,0.4748,1819.0
kempanahalli,1653.0,949.0,0.161,1961.0,0.8722,5365.0,0.7285,763.0,0.4677,2003.0
kithanamangala,1040.0,463.0,0.1338,2999.0,1.0,1.0,0.624,4154.0,0.43700000000000006,3031.0
kodavathi,613.0,493.0,0.142,2639.0,0.951,4134.0,0.698,1781.0,0.4551,2398.0
kothagere,948.0,378.0,0.1509,2280.0,1.0,1.0,0.6898,2083.0,0.4704,1919.0
madikehalli,1062.0,535.0,0.1334,3013.0,0.9758,2796.0,0.6729999999999999,2692.0,0.4441,2787.0
tadasur,2060.0,979.0,0.1344,2962.0,0.951,4134.0,0.6972,1814.0,0.4467,2692.0
arakere,818.0,818.0,0.1795,1427.0,0.9758,2796.0,0.7831,67.0,0.5157,928.0
aregujjanahalli,1259.0,763.0,0.1281,3270.0,1.0,1.0,0.7014,1654.0,0.4479,2657.0
ariyuru,985.0,766.0,0.1397,2741.0,1.0,1.0,0.6587,3169.0,0.4515,2537.0
ballagere,1455.0,1253.0,0.1679,1745.0,0.8443,5544.0,0.6837,2310.0,0.4593,2264.0
beladara,964.0,645.0,0.134,2982.0,1.0,1.0,0.6779999999999999,2510.0,0.4496,2596.0
belagumba,1701.0,1534.0,0.2016,973.0,0.9758,2796.0,0.66,3139.0,0.5063,1105.0
bellavi,1768.0,1473.0,0.1446,2534.0,0.9758,2796.0,0.718,1103.0,0.4661,2050.0
bugudanahalli,1440.0,1207.0,0.1109,4002.0,0.8722,5365.0,0.6501,3464.0,0.3977,4206.0
devalaapura,988.0,789.0,0.1579,2047.0,0.951,4134.0,0.6385,3775.0,0.4577,2322.0
doddanaravangala,1435.0,1121.0,0.162,1930.0,0.951,4134.0,0.649,3497.0,0.4641,2112.0
galigenahalli,1279.0,989.0,0.1675,1757.0,0.879,5288.0,0.6337,3906.0,0.4536,2457.0
gangonahalli,938.0,938.0,0.1702,1675.0,1.0,1.0,0.6397,3745.0,0.4775,1728.0
haraluru,1342.0,1128.0,0.1288,3234.0,0.951,4134.0,0.6637,2988.0,0.4332,3174.0
hebbur,1790.0,1586.0,0.154,2180.0,0.951,4134.0,0.7095,1389.0,0.4701,1931.0
hegere,1014.0,829.0,0.1722,1626.0,0.9758,2796.0,0.7456,391.0,0.5003,1224.0
hethanahalli,1542.0,1238.0,0.146,2476.0,0.8992,5081.0,0.6369,3826.0,0.4373,3024.0
hirehalli,1785.0,1688.0,0.1782,1463.0,1.0,1.0,0.7422,440.0,0.5095,1049.0
holakal,1804.0,1584.0,0.1745,1557.0,1.0,1.0,0.6721,2719.0,0.4895,1475.0
honasigere,1166.0,968.0,0.1815,1374.0,0.9758,2796.0,0.6956,1877.0,0.4976,1279.0
honnudike,971.0,764.0,0.1502,2313.0,1.0,1.0,0.6858,2233.0,0.4687,1969.0
k.palasandra,1268.0,1268.0,0.1532,2215.0,1.0,1.0,0.7036,1581.0,0.4759,1780.0
kanakoppa,1488.0,1291.0,0.1768,1494.0,1.0,1.0,0.7028,1603.0,0.499,1249.0
kesaramadu,1511.0,1398.0,0.1747,1550.0,1.0,1.0,0.6577,3196.0,0.4861,1534.0
kestur,1223.0,859.0,0.1572,2067.0,1.0,1.0,0.6644,2971.0,0.4709,1902.0
kora,1318.0,984.0,0.1265,3341.0,0.9255,4748.0,0.6367,3836.0,0.4208,3581.0
maidala,1475.0,1126.0,0.0048,5894.0,1.0,1.0,0.6736,2671.0,0.1475,5893.0
malasandra,1694.0,1460.0,0.1594,2003.0,1.0,1.0,0.619,4271.0,0.4621,2175.0
maskal,829.0,664.0,0.1489,2371.0,1.0,1.0,0.6965,1841.0,0.4698,1936.0
nagavalli,1480.0,1480.0,0.1684,1728.0,0.9758,2796.0,0.7049,1537.0,0.4874,1518.0
nelahal,771.0,568.0,0.1667,1786.0,1.0,1.0,0.6768,2554.0,0.4832,1593.0
nidavallalu,1421.0,1239.0,0.1459,2481.0,1.0,1.0,0.7292,751.0,0.4738,1843.0
oblapura,942.0,858.0,0.1567,2079.0,0.9758,2796.0,0.6709,2756.0,0.4681,1990.0
oorkere,1576.0,1393.0,0.15,2324.0,0.9758,2796.0,0.621,4233.0,0.4496,2600.0
siravara,1162.0,947.0,0.1966,1071.0,1.0,1.0,0.6698,2793.0,0.5088,1061.0
sitakallu,1539.0,1307.0,0.1899,1214.0,1.0,1.0,0.6937,1944.0,0.5089,1058.0
sorekunte,936.0,718.0,0.1025,4308.0,0.9758,2796.0,0.6659,2922.0,0.4053,4012.0
swandenahalli,1359.0,1324.0,0.1365,2870.0,1.0,1.0,0.6599,3142.0,0.4483,2641.0
thimmarajanahalli,1251.0,1079.0,0.1423,2627.0,0.9255,4748.0,0.6502,3458.0,0.4408,2899.0
urdigere,1889.0,1727.0,0.1115,3969.0,0.9758,2796.0,0.6584,3180.0,0.4154,3742.0
ammasandra,324.0,323.0,0.0873,4880.0,1.0,1.0,0.6947,1905.0,0.3929,4327.0
anekere,1422.0,713.0,0.1202,3599.0,1.0,1.0,0.6945,1914.0,0.43700000000000006,3032.0
aremallenahalli,1148.0,540.0,0.1341,2976.0,0.8722,5365.0,0.6509,3438.0,0.4238,3480.0
banasandra,909.0,583.0,0.1155,3791.0,0.951,4134.0,0.6768,2553.0,0.4205,3591.0
bitarahossalli,1308.0,570.0,0.1177,3703.0,0.9758,2796.0,0.6791,2475.0,0.4272,3365.0
dabbeghatta,728.0,658.0,0.127,3326.0,0.9758,2796.0,0.6523,3397.0,0.4323,3208.0
dandinashivara,961.0,537.0,0.1284,3254.0,1.0,1.0,0.7007,1679.0,0.4481,2650.0
hullekere,1424.0,416.0,0.1194,3629.0,0.9758,2796.0,0.6405,3726.0,0.42100000000000004,3573.0
kanathur,1084.0,229.0,0.1331,3029.0,1.0,1.0,0.6572,3217.0,0.4439,2795.0
kondajji,1533.0,550.0,0.2158,740.0,0.8155,5661.0,0.7203,1026.0,0.5024,1180.0
lokammanahalli,1484.0,399.0,0.1274,3303.0,0.9758,2796.0,0.6623,3044.0,0.435,3106.0
manichendur,1148.0,452.0,0.1325,3059.0,0.8359,5608.0,0.6804,2428.0,0.4224,3524.0
mavinakere,1232.0,528.0,0.2819,159.0,1.0,1.0,0.5539,5230.0,0.5385,591.0
muniyur,942.0,554.0,0.1512,2269.0,1.0,1.0,0.7131,1253.0,0.4759,1778.0
muthugadahalli,1173.0,458.0,0.1347,2946.0,0.9758,2796.0,0.7104,1351.0,0.4537,2453.0
sampige,1470.0,357.0,0.1132,3900.0,1.0,1.0,0.68,2442.0,0.4254,3423.0
sampige hossahalli,1240.0,486.0,0.0639,5516.0,1.0,1.0,0.6353,3873.0,0.3436,5260.0
sigehalli,1032.0,265.0,0.1189,3656.0,1.0,1.0,0.6709,2755.0,0.4304,3262.0
soravanahalli,1362.0,629.0,0.1558,2117.0,1.0,1.0,0.6438,3638.0,0.4646,2095.0
talakere,1109.0,253.0,0.0857,4931.0,1.0,1.0,0.7197,1043.0,0.3951,4273.0
tandaga,1164.0,472.0,0.1443,2542.0,1.0,1.0,0.6857,2237.0,0.4625,2162.0
vadavanaghata,1409.0,447.0,0.1246,3414.0,0.951,4134.0,0.6955,1881.0,0.4351,3103.0
changavara,981.0,202.0,0.1629,1904.0,0.9758,2796.0,0.7763,88.0,0.4978,1276.0
talagunda,686.0,221.0,0.1801,1415.0,0.9758,2796.0,0.6289,4033.0,0.4799,1664.0
yaladabagi,918.0,240.0,0.1322,3070.0,0.9758,2796.0,0.6564,3259.0,0.4391,2959.0
kurubarahalli,1124.0,366.0,0.1448,2522.0,0.6526,5867.0,0.6239,4158.0,0.3892,4411.0
halenahalli,332.0,266.0,0.1109,4004.0,1.0,1.0,0.7088,1407.0,0.4283,3326.0
hadavanahalli,775.0,495.0,0.1232,3480.0,0.8722,5365.0,0.6653,2936.0,0.415,3749.0
markonahalli,750.0,472.0,0.1372,2843.0,0.9758,2796.0,0.6367,3834.0,0.4401,2927.0
nademavinapura,752.0,411.0,0.1571,2070.0,0.9255,4748.0,0.6601,3135.0,0.4578,2313.0
nagasandra,1332.0,625.0,0.1217,3535.0,1.0,1.0,0.6595,3151.0,0.4314,3231.0
nidasale,735.0,575.0,0.1398,2733.0,1.0,1.0,0.6977,1798.0,0.4604,2234.0
paduvagere,1196.0,558.0,0.1258,3362.0,1.0,1.0,0.6885,2143.0,0.4424,2859.0
santemavathur,964.0,570.0,0.1168,3738.0,0.879,5288.0,0.6582,3186.0,0.4074,3960.0
seenappanahalli,1266.0,843.0,0.1436,2575.0,1.0,1.0,0.6934,1955.0,0.4635,2137.0
taredkuppa,1208.0,289.0,0.1405,2708.0,1.0,1.0,0.6071,4512.0,0.4402,2921.0
ujjanni,450.0,354.0,0.0704,5369.0,1.0,1.0,0.6333,3916.0,0.3545,5106.0
utharidurga,1509.0,872.0,0.0875,4875.0,0.879,5288.0,0.655,3307.0,0.3694,4826.0
yedavani,1301.0,580.0,0.1122,3939.0,0.951,4134.0,0.6758,2592.0,0.4162,3725.0
yediyur,2070.0,1199.0,0.1186,3667.0,1.0,1.0,0.6593,3153.0,0.4276,3353.0
yeleyur,1486.0,723.0,0.1179,3692.0,0.951,4134.0,0.6841,2299.0,0.4249,3441.0
badavanahalli,1667.0,919.0,0.1406,2696.0,0.9758,2796.0,0.7006,1683.0,0.4581,2302.0
bedathuru,908.0,304.0,0.1213,3551.0,0.951,4134.0,0.7189,1067.0,0.4361,3068.0
bijavara,1465.0,357.0,0.1436,2572.0,0.9758,2796.0,0.6851,2268.0,0.4579,2310.0
bramhasamudra,1235.0,345.0,0.1093,4052.0,0.8578,5472.0,0.7193,1054.0,0.4071,3963.0
byalya,1878.0,1063.0,0.1088,4074.0,0.9758,2796.0,0.7295,737.0,0.4262,3404.0
chandragiri,472.0,318.0,0.134,2983.0,0.9758,2796.0,0.6928,1974.0,0.4491,2615.0
channenahalli,1341.0,487.0,0.1366,2866.0,0.8722,5365.0,0.6849,2276.0,0.4337,3152.0
chikkadaalavatta,1128.0,421.0,0.1065,4149.0,0.9758,2796.0,0.6584,3181.0,0.409,3914.0
chikkamaalur,1077.0,283.0,0.1067,4142.0,1.0,1.0,0.6559999999999999,3271.0,0.4121,3826.0
chinakavajra,1240.0,473.0,0.0313,5865.0,0.9758,2796.0,0.6808,2415.0,0.2751,5827.0
d.v.halli,1466.0,509.0,0.1385,2792.0,0.9255,4748.0,0.6935,1949.0,0.4463,2710.0
doddamaalur,1241.0,523.0,0.1405,2707.0,1.0,1.0,0.7038,1569.0,0.4624,2167.0
doddayalkuru,1465.0,277.0,0.1361,2885.0,0.9758,2796.0,0.682,2378.0,0.4491,2616.0
dodderi,1653.0,626.0,0.1822,1358.0,0.9255,4748.0,0.5687,5083.0,0.4577,2319.0
ganjalagunte,1029.0,323.0,0.131,3136.0,1.0,1.0,0.7161,1151.0,0.4544,2425.0
garani,1203.0,336.0,0.1182,3682.0,1.0,1.0,0.7212,993.0,0.4401,2929.0
gondihalli,1800.0,348.0,0.1295,3211.0,1.0,1.0,0.6427,3662.0,0.4366,3051.0
i.d.halli,1517.0,449.0,0.0964,4559.0,1.0,1.0,0.6505,3451.0,0.3973,4213.0
kadagathuru,1341.0,307.0,0.1477,2416.0,0.951,4134.0,0.6966,1834.0,0.4608,2212.0
kalidevapura,1024.0,420.0,0.1243,3423.0,1.0,1.0,0.6622,3047.0,0.435,3107.0
kavanadala,1490.0,551.0,0.1261,3349.0,0.8722,5365.0,0.6773,2536.0,0.4208,3580.0
kodagadaala,1332.0,259.0,0.1218,3530.0,1.0,1.0,0.6679999999999999,2850.0,0.4334,3167.0
kondavaadi,1739.0,516.0,0.1126,3924.0,0.9758,2796.0,0.6769,2547.0,0.4205,3590.0
kotagarlahalli,1099.0,322.0,0.1235,3462.0,1.0,1.0,0.7032,1595.0,0.4429,2839.0
maruvekere,1147.0,629.0,0.1198,3610.0,0.8992,5081.0,0.6731,2689.0,0.41700000000000004,3697.0
midigeshi,1321.0,823.0,0.0952,4609.0,1.0,1.0,0.6773,2531.0,0.401,4131.0
nerelekere,492.0,416.0,0.032,5862.0,1.0,1.0,0.7501,310.0,0.2886,5782.0
puravara,1195.0,573.0,0.1504,2304.0,0.8722,5365.0,0.6885,2147.0,0.4487,2627.0
rantavalalu,648.0,420.0,0.0894,4825.0,1.0,1.0,0.6826,2351.0,0.3937,4307.0
reddyhalli,1128.0,485.0,0.158,2043.0,0.6633,5864.0,0.6867,2202.0,0.4159,3732.0
sajjehossahalli,1105.0,694.0,0.1584,2033.0,1.0,1.0,0.6924,1986.0,0.4786,1687.0
siddapura,1334.0,1077.0,0.2728,198.0,0.9758,2796.0,0.7736,105.0,0.5906,141.0
singanahalli,1252.0,392.0,0.1122,3937.0,1.0,1.0,0.679,2477.0,0.4239,3476.0
achamanahalli,1661.0,570.0,0.1268,3331.0,1.0,1.0,0.6571,3221.0,0.4368,3040.0
arasikere,593.0,345.0,0.1078,4109.0,0.9758,2796.0,0.6645,2968.0,0.4119,3834.0
b.k.halli,703.0,288.0,0.1343,2968.0,1.0,1.0,0.6554,3293.0,0.4448,2759.0
budibetta,408.0,125.0,0.1352,2924.0,1.0,1.0,0.6782,2506.0,0.4509,2556.0
byadanoor,1067.0,278.0,0.114,3862.0,1.0,1.0,0.655,3311.0,0.42100000000000004,3572.0
c.k.pura,1406.0,744.0,0.1157,3784.0,1.0,1.0,0.6767,2558.0,0.4278,3347.0
chikkahalli,609.0,412.0,0.1365,2872.0,0.9758,2796.0,0.6614,3081.0,0.445,2754.0
dommathamari,1326.0,400.0,0.1048,4218.0,1.0,1.0,0.568,5094.0,0.3904,4375.0
gujjanadu,851.0,652.0,0.113,3910.0,1.0,1.0,0.602,4607.0,0.4082,3946.0
k.t.halli,1378.0,375.0,0.1493,2354.0,1.0,1.0,0.6528,3373.0,0.4603,2238.0
kamanadurga,782.0,470.0,0.1443,2545.0,1.0,1.0,0.7627,166.0,0.4792,1676.0
kannameedi,646.0,120.0,0.1244,3418.0,1.0,1.0,0.68,2443.0,0.439,2964.0
kotagudda,1612.0,312.0,0.1204,3590.0,1.0,1.0,0.5514,5256.0,0.4049,4025.0
mangasavada,1227.0,505.0,0.1231,3489.0,1.0,1.0,0.5634,5139.0,0.4108,3869.0
maridasanahalli,603.0,201.0,0.1235,3468.0,0.951,4134.0,0.6797,2458.0,0.4306,3259.0
nagalamadike,974.0,260.0,0.1314,3115.0,1.0,1.0,0.7139,1230.0,0.4544,2423.0
naligaanahalli,1869.0,575.0,0.1402,2720.0,1.0,1.0,0.6897,2089.0,0.4589,2277.0
nyayadagunte,1379.0,524.0,0.14400000000000002,2553.0,1.0,1.0,0.6831,2340.0,0.4616,2189.0
palavalli,2120.0,403.0,0.1101,4031.0,1.0,1.0,0.6798,2448.0,0.4214,3557.0
pavagada gramantara,1695.0,515.0,0.1133,3893.0,1.0,1.0,0.6937,1946.0,0.4284,3320.0
ponnasamudra,1348.0,191.0,0.1273,3305.0,1.0,1.0,0.6614,3077.0,0.4383,2990.0
potaganahalli,983.0,431.0,0.1982,1036.0,1.0,1.0,0.6331,3920.0,0.5007,1218.0
rajavanthi,871.0,629.0,0.1359,2895.0,1.0,1.0,0.6237,4160.0,0.4393,2954.0
rangasamudra,927.0,236.0,0.1499,2325.0,1.0,1.0,0.6836,2318.0,0.46799999999999997,1995.0
ryapa,524.0,168.0,0.0923,4721.0,1.0,1.0,0.6285,4049.0,0.3871,4464.0
saasalukunte,265.0,153.0,0.1284,3257.0,1.0,1.0,0.6831,2341.0,0.4443,2785.0
thirumani,784.0,322.0,0.1316,3106.0,1.0,1.0,0.6951,1890.0,0.4506,2567.0
vadanakallu,1399.0,279.0,0.121,3564.0,1.0,1.0,0.6604,3119.0,0.4308,3249.0
vallur,528.0,225.0,0.1712,1651.0,1.0,1.0,0.7145,1212.0,0.4964,1299.0
virupasamudra,770.0,314.0,0.1,4412.0,1.0,1.0,0.7414,455.0,0.42,3600.0
y.n hosakote,2261.0,842.0,0.1187,3661.0,1.0,1.0,0.6752,2607.0,0.4312,3235.0
baragur,1773.0,656.0,0.1204,3587.0,1.0,1.0,0.6970000000000001,1819.0,0.4378,3006.0
bhuvanahalli,1373.0,308.0,0.1585,2025.0,1.0,1.0,0.624,4152.0,0.4625,2163.0
bukkapatna,2210.0,758.0,0.0851,4962.0,0.9255,4748.0,0.6328,3935.0,0.3679,4849.0
buppasandra,725.0,172.0,0.0905,4786.0,1.0,1.0,0.6383,3783.0,0.3865,4473.0
chinnenahalli,1299.0,323.0,0.1282,3265.0,1.0,1.0,0.6617,3069.0,0.4394,2953.0
dodda agrahara,1063.0,454.0,0.1235,3466.0,1.0,1.0,0.6841,2302.0,0.4388,2971.0
kodamadagu,1033.0,206.0,0.1487,2378.0,1.0,1.0,0.6893,2109.0,0.46799999999999997,1996.0
byadagere,715.0,178.0,0.1716,1640.0,1.0,1.0,0.7145,1210.0,0.4968,1291.0
agoli,1235.0,1109.0,0.0678,5436.0,0.9255,4748.0,0.7105,1349.0,0.3545,5107.0
anegundi,1759.0,624.0,0.1969,1067.0,0.951,4134.0,0.6422,3678.0,0.4935,1370.0
basapattana,1647.0,1265.0,0.147,2441.0,0.8722,5365.0,0.6409999999999999,3710.0,0.4348,3113.0
bennur,1187.0,978.0,0.1929,1156.0,1.0,1.0,0.6922,1999.0,0.5111,1019.0
bevinal,1466.0,999.0,0.1488,2373.0,1.0,1.0,0.5720000000000001,5045.0,0.4399,2936.0
boodgumpa,2274.0,993.0,0.1247,3412.0,0.5072,5890.0,0.6248,4139.0,0.3406,5303.0
challur,520.0,483.0,0.124,3439.0,0.9758,2796.0,0.6118,4421.0,0.4199,3605.0
chikkabenakal,1658.0,912.0,0.1228,3503.0,0.8135,5711.0,0.6816,2393.0,0.4083,3938.0
chikkadhanakanakal,1026.0,751.0,0.1108,4005.0,0.951,4134.0,0.6021,4605.0,0.3989,4177.0
chikkajanthakal,2290.0,1012.0,0.1509,2281.0,0.9255,4748.0,0.6138,4381.0,0.4409,2898.0
chikkamadinal,1329.0,1213.0,0.0844,4978.0,0.9255,4748.0,0.6088,4488.0,0.3624,4961.0
dhanapur,1340.0,646.0,0.1346,2954.0,0.9255,4748.0,0.6073,4510.0,0.4229,3510.0
